instrument,alpha,alpha2,key,text_en,text_zh,label,label_zh,IPIP_item_number
HEXACO_PI,0.88,,1,Am usually a patient person.,我通常是個有耐心的人。,Patience,耐心,D63
HEXACO_PI,0.82,,1,Am usually active and full of energy.,我通常很活躍並充滿活力。,Liveliness,活潑,C4
HEXACO_PI,0.84,,-1,Am willing to take risks.,我願意冒險。,Fearfulness,恐懼,Q95
HEXACO_PI,0.78,,-1,Avoid difficult reading material.,我避免閱讀困難的材料。,Inquisitiveness,好奇心,X109
HEXACO_PI,0.8,,1,Avoid mistakes.,我避免錯誤。,Prudence,審慎,H252
HEXACO_PI,0.81,,-1,Become frustrated and angry with people when they don't live up to my expectations.,當人們沒有達到我的期望時，我會感到沮喪和憤怒。,Gentleness,溫和,D100
HEXACO_PI,0.84,,1,Begin to panic when there is danger.,當有危險時我開始驚慌。,Fearfulness,恐懼,Q50
HEXACO_PI,0.81,,-1,Believe that I am better than others.,我相信自己比他人優越。,Modesty/Humility,謙虛/謙遜,"H736, X61"
HEXACO_PI,0.81,,-1,Boast about my virtues.,我吹噓自己的美德。,Modesty/Humility,謙虛/謙遜,H746
HEXACO_PI,0.84,,-1,Bottle up my feelings.,我壓抑自己的感受。,Expressiveness,表達性,H1146
HEXACO_PI,0.73,,1,Can't do without the company of others.,我離不開他人的陪伴。,Conformity/Dependence/Need for approval,順從/依賴/需要認可,H965
HEXACO_PI,0.73,,-1,Can't stand being contradicted.,我無法忍受被反駁。,Flexibility,靈活性,H292
HEXACO_PI,0.85,,1,Carry the conversation to a higher level.,我能將對話提升到更高層次。,Creativity/Originality,創造力/原創性,H1227
HEXACO_PI,0.77,,-1,Cheat on people who have trusted me.,我欺騙信任我的人。,Equity/Fairness,公平/公正,Q22
HEXACO_PI,0.77,,-1,Cheat to get ahead.,我作弊以求進步。,Equity/Fairness,公平/公正,X198
HEXACO_PI,0.85,,1,Come up with something new.,我想出新的東西。,Creativity/Originality,創造力/原創性,H1230
HEXACO_PI,0.81,,1,Complete tasks successfully.,我成功完成任務。,Diligence,勤勉,H1285
HEXACO_PI,0.81,,1,Consider myself an average person.,我認為自己是個普通人。,Modesty/Humility,謙虛/謙遜,X125
HEXACO_PI,0.81,,-1,Criticize others' shortcomings.,我批評他人的缺點。,Gentleness,溫和,H279
HEXACO_PI,0.8,,1,Demand quality.,我要求品質。,Perfectionism,完美主義,H288
HEXACO_PI,0.8,,1,Detect mistakes.,我能發現錯誤。,Perfectionism,完美主義,H1293
HEXACO_PI,0.8,,1,Dislike imperfect work.,我不喜歡不完美的工作。,Perfectionism,完美主義,H271
HEXACO_PI,0.78,,-1,Distrust people.,我不信任人們。,Forgiveness/Mercy,寬恕/仁慈,"H1195, X12"
HEXACO_PI,0.81,,-1,Do just enough work to get by.,我只做足夠的工作。,Diligence,勤勉,X115
HEXACO_PI,0.83,,-1,Do not enjoy watching dance performances.,我不喜歡觀看舞蹈表演。,Aesthetic Appreciation/Artistic Interests,美學欣賞/藝術興趣,X243
HEXACO_PI,0.85,,-1,Do not have a good imagination.,我沒有良好的想像力。,Creativity/Originality,創造力/原創性,X272
HEXACO_PI,0.83,,-1,Do not like art.,我不喜歡藝術。,Aesthetic Appreciation/Artistic Interests,美學欣賞/藝術興趣,X86
HEXACO_PI,0.83,,-1,Do not like concerts.,我不喜歡音樂會。,Aesthetic Appreciation/Artistic Interests,美學欣賞/藝術興趣,X144
HEXACO_PI,0.8,,1,Do things according to a plan.,我按計劃做事。,Prudence,審慎,H1351
HEXACO_PI,0.84,,1,Do things that others find strange.,我做他人覺得奇怪的事。,Unconventionality,非傳統性,H691
HEXACO_PI,0.8,,-1,Do things without thinking of the consequences.,我做事不考慮後果。,Prudence,審慎,Q243
HEXACO_PI,0.81,,-1,Do too little work.,我做的工作太少。,Diligence,勤勉,P385
HEXACO_PI,0.78,,-1,Don't bother worrying about political and social problems.,我不為政治和社會問題煩惱。,Inquisitiveness,好奇心,Q222
HEXACO_PI,0.85,,-1,Don't finish the things that I start.,我不完成我開始的事。,Organization,組織,R12
HEXACO_PI,0.78,,-1,Don't know much about history.,我對歷史了解不多。,Inquisitiveness,好奇心,Q82
HEXACO_PI,0.8,,-1,Don't know why I do some of the things I do.,我不知道為什麼我做某些事。,Prudence,審慎,E57
HEXACO_PI,0.84,,-1,Don't like to draw attention to myself.,我不喜歡引起注意。,Expressiveness,表達性,X68
HEXACO_PI,0.86,,1,Don't mind being the center of attention.,我不介意成為注意力的焦點。,Social Boldness,社交大膽,X78
HEXACO_PI,0.81,,1,Don't pretend to be more than I am.,我不假裝自己比實際更多。,Sincerity,真誠,Q35
HEXACO_PI,0.69,,1,Don't strive for elegance in my appearance.,我不追求外表的優雅。,Greed Avoidance,避免貪婪,P371
HEXACO_PI,0.84,,-1,Don't talk a lot.,我話不多。,Expressiveness,表達性,X56
HEXACO_PI,0.81,,1,Don't think that I'm better than other people.,我不認為自己比他人優越。,Modesty/Humility,謙虛/謙遜,Q175
HEXACO_PI,0.85,,1,Enjoy being part of a group.,我喜歡成為團體的一員。,Sociability,社交性,"H2016, V58"
HEXACO_PI,0.84,,-1,Enjoy being thought of as a normal mainstream person.,我喜歡被認為是正常的主流人士。,Unconventionality,非傳統性,
HEXACO_PI,0.83,,1,"Enjoy feeling ""close to the earth.""",我喜歡感覺「接近大地」。,Aesthetic Appreciation/Artistic Interests,美學欣賞/藝術興趣,Q186
HEXACO_PI,0.78,,1,Enjoy intellectual games.,我喜歡智力遊戲。,Inquisitiveness,好奇心,Q160
HEXACO_PI,0.84,,-1,Face danger confidently.,我自信地面對危險。,Fearfulness,恐懼,Q126
HEXACO_PI,0.86,,1,Feel comfortable around people.,我在人群中感到自在。,Social Boldness,社交大膽,X112
HEXACO_PI,0.82,,1,Feel healthy and vibrant most of the time.,我大部分時間都感到健康和充滿活力。,Liveliness,活潑,C8
HEXACO_PI,0.79,,1,Feel others' emotions.,我能感受他人的情緒。,Sentimentality,多愁善感,E136
HEXACO_PI,0.82,,1,Feel that I have a lot of inner strength.,我覺得自己有很多內在力量。,Liveliness,活潑,Q191
HEXACO_PI,0.78,,-1,Feel that most people can't be trusted.,我覺得大多數人不能被信任。,Forgiveness/Mercy,寬恕/仁慈,Q189
HEXACO_PI,0.81,,-1,Find fault with everything.,我對一切都挑剔。,Gentleness,溫和,H1067
HEXACO_PI,0.86,,-1,Find it difficult to approach others.,我發現很難接近他人。,Social Boldness,社交大膽,H592
HEXACO_PI,0.78,,-1,Find it hard to forgive others.,我發現很難原諒他人。,Forgiveness/Mercy,寬恕/仁慈,X210
HEXACO_PI,0.81,,-1,Find it necessary to please the people who have power.,我發現有必要取悅有權力的人。,Sincerity,真誠,Q49
HEXACO_PI,0.78,,1,Find political discussions interesting.,我發現政治討論很有趣。,Inquisitiveness,好奇心,X174
HEXACO_PI,0.88,,1,Find that it takes a lot to make me feel angry at someone.,我發現需要很多才能讓我對某人感到憤怒。,Patience,耐心,D68
HEXACO_PI,0.88,,-1,Get angry easily.,我容易生氣。,Patience,耐心,"H754, X18"
HEXACO_PI,0.78,,-1,Get back at people who insult me.,我會報復侮辱我的人。,Forgiveness/Mercy,寬恕/仁慈,Q154
HEXACO_PI,0.85,,1,Get chores done right away.,我馬上完成家務。,Organization,組織,E119
HEXACO_PI,0.78,,-1,Get even with others.,我會報復他人。,Forgiveness/Mercy,寬恕/仁慈,H711
HEXACO_PI,0.88,,-1,Get irritated easily.,我容易感到煩躁。,Patience,耐心,H761
HEXACO_PI,0.81,,1,Get started quickly on doing a job.,我快速開始做工作。,Diligence,勤勉,Q197
HEXACO_PI,0.85,,1,Get upset by unpleasant thoughts that come into my mind.,我被進入腦海的不愉快想法所困擾。,Anxiety,焦慮,R37
HEXACO_PI,0.88,,-1,Get upset easily.,我容易沮喪。,Patience,耐心,X95
HEXACO_PI,0.73,,-1,Get upset if others change the way that I have arranged things.,如果他人改變我排列的方式，我會感到不安。,Flexibility,靈活性,R24
HEXACO_PI,0.81,,-1,Hang around doing nothing.,我閒逛無所事事。,Diligence,勤勉,H627
HEXACO_PI,0.86,,-1,Hate being the center of attention.,我討厭成為注意力的焦點。,Social Boldness,社交大膽,P434
HEXACO_PI,0.81,,1,Have a good word for everyone.,我對每個人都有好話說。,Gentleness,溫和,H22
HEXACO_PI,0.82,,1,Have a lot of fun.,我玩得很開心。,Liveliness,活潑,H1094
HEXACO_PI,0.78,,1,Have a rich vocabulary.,我的詞彙量很豐富。,Inquisitiveness,好奇心,"H1276, X245"
HEXACO_PI,0.81,,-1,Have a sharp tongue.,我說話尖酸刻薄。,Gentleness,溫和,H917
HEXACO_PI,0.69,,-1,Have a strong need for power.,我有強烈的權力需求。,Greed Avoidance,避免貪婪,P445
HEXACO_PI,0.86,,1,Have a strong personality.,我有強烈的個性。,Social Boldness,社交大膽,Q14
HEXACO_PI,0.85,,1,Have a vivid imagination.,我有生動的想像力。,Creativity/Originality,創造力/原創性,X14
HEXACO_PI,0.8,,1,Have an eye for detail.,我對細節有敏銳的觀察。,Perfectionism,完美主義,H1356
HEXACO_PI,0.84,,1,"Have an intense, boisterous laugh.",我有強烈、喧鬧的笑聲。,Expressiveness,表達性,D30
HEXACO_PI,0.85,,-1,Have difficulty imagining things.,我難以想像事物。,Creativity/Originality,創造力/原創性,"H1382, X7"
HEXACO_PI,0.85,,1,Have excellent ideas.,我有很好的想法。,Creativity/Originality,創造力/原創性,H1313
HEXACO_PI,0.82,,1,Have great stamina.,我有很強的耐力。,Liveliness,活潑,Q236
HEXACO_PI,0.86,,1,Have leadership abilities.,我有領導能力。,Social Boldness,社交大膽,Q134
HEXACO_PI,0.86,,-1,Have little to say.,我沒什麼話可說。,Social Boldness,社交大膽,H1039
HEXACO_PI,0.83,,1,Have read the great literary classics.,我讀過偉大的文學經典。,Aesthetic Appreciation/Artistic Interests,美學欣賞/藝術興趣,Q228
HEXACO_PI,0.85,,-1,Have trouble guessing how others will react.,我無法猜測他人會如何反應。,Creativity/Originality,創造力/原創性,P405
HEXACO_PI,0.78,,-1,Hold a grudge.,我會記仇。,Forgiveness/Mercy,寬恕/仁慈,X217
HEXACO_PI,0.79,,1,Immediately feel sad when hearing of an unhappy event.,聽到不幸事件時我立即感到悲傷。,Sentimentality,多愁善感,D116
HEXACO_PI,0.8,,-1,Jump into things without thinking.,我不假思索就投入事情。,Prudence,審慎,E46
HEXACO_PI,0.86,,-1,Keep in the background.,我保持低調。,Social Boldness,社交大膽,"H154, X34"
HEXACO_PI,0.85,,-1,Keep others at a distance.,我與他人保持距離。,Sociability,社交性,H704
HEXACO_PI,0.85,,1,Keep things tidy.,我保持東西整潔。,Organization,組織,Q104
HEXACO_PI,0.84,,1,Know that my ideas sometimes surprise people.,我知道我的想法有時會讓人感到驚訝。,Unconventionality,非傳統性,D73
HEXACO_PI,0.82,,1,Laugh a lot.,我經常笑。,Liveliness,活潑,Q138
HEXACO_PI,0.85,,-1,Leave a mess in my room.,我把房間弄得一團糟。,Organization,組織,"H822, X16"
HEXACO_PI,0.85,,-1,Leave my belongings around.,我到處亂放東西。,Organization,組織,H823
HEXACO_PI,0.73,,1,Let myself be influenced by others.,我讓自己被他人影響。,Conformity/Dependence/Need for approval,順從/依賴/需要認可,H975
HEXACO_PI,0.81,,-1,Let people push me around to help them feel important.,我讓人欺負我以幫助他們感覺重要。,Sincerity,真誠,P399
HEXACO_PI,0.85,,1,Like order.,我喜歡秩序。,Organization,組織,X118
HEXACO_PI,0.81,,-1,Like to attract attention.,我喜歡吸引注意力。,Modesty/Humility,謙虛/謙遜,H1150
HEXACO_PI,0.84,,-1,Like to be thought of as a normal kind of person.,我喜歡被認為是正常人。,Unconventionality,非傳統性,R6
HEXACO_PI,0.84,,-1,Like to be viewed as proper and conventional.,我喜歡被視為得體和傳統的人。,Unconventionality,非傳統性,D88
HEXACO_PI,0.84,,-1,Like to do frightening things.,我喜歡做令人害怕的事情。,Fearfulness,恐懼,R53
HEXACO_PI,0.85,,1,Like to tidy up.,我喜歡整理。,Organization,組織,"H244, X21"
HEXACO_PI,0.88,,-1,Lose my temper.,我會發脾氣。,Patience,耐心,H755
HEXACO_PI,0.84,,-1,Love dangerous situations.,我喜愛危險的情況。,Fearfulness,恐懼,R69
HEXACO_PI,0.69,,-1,Love luxury.,我喜愛奢華。,Greed Avoidance,避免貪婪,Q161
HEXACO_PI,0.78,,1,Love my enemies.,我愛我的敵人。,Forgiveness/Mercy,寬恕/仁慈,Q183
HEXACO_PI,0.85,,1,Love to chat.,我喜愛聊天。,Sociability,社交性,H1095
HEXACO_PI,0.78,,1,Love to read challenging material.,我喜愛閱讀有挑戰性的材料。,Inquisitiveness,好奇心,X211
HEXACO_PI,0.85,,1,Love to think up new ways of doing things.,我喜愛想出新的做事方法。,Creativity/Originality,創造力/原創性,X225
HEXACO_PI,0.82,,1,Maintain high energy throughout the day.,我全天保持高能量。,Liveliness,活潑,Q151
HEXACO_PI,0.8,,-1,Make a fool of myself.,我讓自己出醜。,Prudence,審慎,Q66
HEXACO_PI,0.8,,-1,Make careless mistakes.,我犯粗心的錯誤。,Prudence,審慎,R75
HEXACO_PI,0.85,,1,Make friends easily.,我很容易交朋友。,Sociability,社交性,H29
HEXACO_PI,0.8,,1,Make plans and stick to them.,我制定計劃並堅持執行。,Prudence,審慎,X263
HEXACO_PI,0.8,,-1,Make rash decisions.,我做出魯莽的決定。,Prudence,審慎,H853
HEXACO_PI,0.73,,1,Need protection.,我需要保護。,Conformity/Dependence/Need for approval,順從/依賴/需要認可,H995
HEXACO_PI,0.73,,1,Need reassurance.,我需要安慰。,Conformity/Dependence/Need for approval,順從/依賴/需要認可,H980
HEXACO_PI,0.73,,1,Need the approval of others.,我需要他人的認可。,Conformity/Dependence/Need for approval,順從/依賴/需要認可,H974
HEXACO_PI,0.82,,-1,Often feel blue.,我經常感到憂鬱。,Liveliness,活潑,X74
HEXACO_PI,0.85,,-1,Often forget to put things back in their proper place.,我經常忘記把東西放回原處。,Organization,組織,X82
HEXACO_PI,0.73,,1,Often need help.,我經常需要幫助。,Conformity/Dependence/Need for approval,順從/依賴/需要認可,H966
HEXACO_PI,0.8,,1,Pay attention to details.,我注意細節。,Perfectionism,完美主義,"H1362, X249"
HEXACO_PI,0.8,,-1,Pay too little attention to details.,我對細節關注太少。,Perfectionism,完美主義,Q36
HEXACO_PI,0.81,,-1,Play a role in order to impress people.,我扮演角色以給人留下深刻印象。,Sincerity,真誠,Q6
HEXACO_PI,0.69,,-1,Prefer to eat at expensive restaurants.,我更喜歡在昂貴的餐廳用餐。,Greed Avoidance,避免貪婪,P370
HEXACO_PI,0.8,,-1,Prefer to just let things happen.,我更喜歡順其自然。,Perfectionism,完美主義,A96
HEXACO_PI,0.81,,-1,Pretend to be concerned for others.,我假裝關心他人。,Sincerity,真誠,X113
HEXACO_PI,0.81,,1,Push myself very hard to succeed.,我非常努力地推動自己成功。,Diligence,勤勉,Q204
HEXACO_PI,0.81,,-1,Put on a show to impress people.,我做秀以給人留下深刻印象。,Sincerity,真誠,P491
HEXACO_PI,0.81,,-1,Quickly lose interest in the tasks I start.,我很快就對開始的任務失去興趣。,Diligence,勤勉,A41
HEXACO_PI,0.81,,1,Rarely complain.,我很少抱怨。,Gentleness,溫和,E120
HEXACO_PI,0.79,,-1,Rarely cry during sad movies.,我很少在悲傷的電影中哭泣。,Sentimentality,多愁善感,A56
HEXACO_PI,0.85,,-1,Rarely enjoy being with people.,我很少享受與人在一起。,Sociability,社交性,D82
HEXACO_PI,0.88,,1,Rarely feel angry with people.,我很少對人感到憤怒。,Patience,耐心,D113
HEXACO_PI,0.88,,1,Rarely get irritated.,我很少感到煩躁。,Patience,耐心,X265
HEXACO_PI,0.73,,-1,React strongly to criticism.,我對批評反應強烈。,Flexibility,靈活性,Q54
HEXACO_PI,0.84,,1,Rebel against authority.,我反抗權威。,Unconventionality,非傳統性,Q207
HEXACO_PI,0.85,,-1,Remain calm under pressure.,我在壓力下保持冷靜。,Anxiety,焦慮,X79
HEXACO_PI,0.77,,1,Return extra change when a cashier makes a mistake.,當收銀員犯錯時，我會退回多餘的零錢。,Equity/Fairness,公平/公正,E80
HEXACO_PI,0.84,,-1,Say little.,我話少。,Expressiveness,表達性,H584
HEXACO_PI,0.81,,1,See myself as an average person.,我把自己看作普通人。,Modesty/Humility,謙虛/謙遜,Q12
HEXACO_PI,0.69,,-1,Seek status.,我尋求地位。,Greed Avoidance,避免貪婪,H747
HEXACO_PI,0.73,,1,Seek support.,我尋求支持。,Conformity/Dependence/Need for approval,順從/依賴/需要認可,H961
HEXACO_PI,0.85,,-1,Seem to derive less enjoyment from interacting with people than others do.,我似乎從與人互動中獲得的樂趣比他人少。,Sociability,社交性,D20
HEXACO_PI,0.85,,-1,Seldom experience sudden intuitive insights.,我很少經歷突然的直覺洞察。,Creativity/Originality,創造力/原創性,D11
HEXACO_PI,0.79,,-1,Seldom feel weepy while reading the sad part of a story.,我在閱讀故事的悲傷部分時很少感到想哭。,Sentimentality,多愁善感,D65
HEXACO_PI,0.79,,-1,Seldom get emotional.,我很少情緒化。,Sentimentality,多愁善感,X29
HEXACO_PI,0.88,,1,Seldom get mad.,我很少生氣。,Patience,耐心,X231
HEXACO_PI,0.73,,1,Show my sadness.,我表現出我的悲傷。,Conformity/Dependence/Need for approval,順從/依賴/需要認可,A101
HEXACO_PI,0.82,,1,Smile a lot.,我經常微笑。,Liveliness,活潑,Q111
HEXACO_PI,0.81,,-1,Speak ill of others.,我說他人的壞話。,Gentleness,溫和,H1124
HEXACO_PI,0.84,,-1,Speak softly.,我說話輕聲細語。,Expressiveness,表達性,H548
HEXACO_PI,0.77,,-1,Steal things.,我偷東西。,Equity/Fairness,公平/公正,A119
HEXACO_PI,0.81,,-1,Stop when work becomes too difficult.,當工作變得太困難時我就停止。,Diligence,勤勉,Q220
HEXACO_PI,0.73,,1,Suspect that my facial expressions give me away when I feel sad.,我懷疑當我感到悲傷時，我的面部表情會洩露我。,Conformity/Dependence/Need for approval,順從/依賴/需要認可,A80
HEXACO_PI,0.84,,1,Swim against the current.,我逆流而上。,Unconventionality,非傳統性,H690
HEXACO_PI,0.81,,-1,Switch my loyalties when I feel like it.,我想改變時就改變忠誠。,Sincerity,真誠,Q125
HEXACO_PI,0.81,,1,Take things as they come.,我順其自然。,Gentleness,溫和,E144
HEXACO_PI,0.84,,1,Talk a lot.,我話很多。,Expressiveness,表達性,R11
HEXACO_PI,0.81,,-1,Tell other people what they want to hear so that they will do what I want them to do.,我告訴他人他們想聽的話，以便他們做我想讓他們做的事。,Sincerity,真誠,A141
HEXACO_PI,0.84,,1,Tell people about it when I'm irritated.,當我感到煩躁時，我會告訴人們。,Expressiveness,表達性,Q121
HEXACO_PI,0.82,,-1,Tire out quickly.,我很快就累了。,Liveliness,活潑,Q65
HEXACO_PI,0.84,,1,Tremble in dangerous situations.,我在危險情況下會顫抖。,Fearfulness,恐懼,Q5
HEXACO_PI,0.84,,-1,Try to avoid complex people.,我試圖避開複雜的人。,Unconventionality,非傳統性,E171
HEXACO_PI,0.77,,1,Try to follow the rules.,我試圖遵守規則。,Equity/Fairness,公平/公正,X150
HEXACO_PI,0.78,,1,Try to forgive and forget.,我試圖原諒和忘記。,Forgiveness/Mercy,寬恕/仁慈,E126
HEXACO_PI,0.69,,-1,Try to impress others.,我試圖給他人留下深刻印象。,Greed Avoidance,避免貪婪,H744
HEXACO_PI,0.81,,-1,Use flattery to get ahead.,我用奉承來求進步。,Sincerity,真誠,X91
HEXACO_PI,0.85,,1,Usually like to spend my free time with people.,我通常喜歡與人一起度過空閒時間。,Sociability,社交性,D70
HEXACO_PI,0.8,,1,Want everything to add up perfectly.,我希望一切都完美相加。,Perfectionism,完美主義,H241
HEXACO_PI,0.85,,1,Want everything to be just right.,我希望一切都恰到好處。,Organization,組織,
HEXACO_PI,0.73,,1,Want to be liked.,我想被人喜歡。,Conformity/Dependence/Need for approval,順從/依賴/需要認可,H1057
HEXACO_PI,0.73,,-1,"When interacting with a group of people, am often bothered by at least one of them.",當與一群人互動時，我經常被其中至少一個人困擾。,Flexibility,靈活性,D39
HEXACO_PI,0.78,,-1,Will not probe deeply into a subject.,我不會深入探討主題。,Inquisitiveness,好奇心,"H1392, X54"
HEXACO_PI,0.69,,-1,Wish to stay young forever.,我希望永遠保持年輕。,Greed Avoidance,避免貪婪,Q19
HEXACO_PI,0.81,,1,Work hard.,我努力工作。,Diligence,勤勉,"H1206, X44"
HEXACO_PI,0.86,,-1,Would be afraid to give a speech in public.,我會害怕在公開場合發表演講。,Social Boldness,社交大膽,Q45
HEXACO_PI,0.84,,-1,Would be good at rescuing people from a burning building.,我會擅長從燃燒的建築物中營救人們。,Fearfulness,恐懼,Q31
HEXACO_PI,0.84,,1,Would fear walking in a high-crime part of a city.,我會害怕在城市的高犯罪率地區行走。,Fearfulness,恐懼,R52
HEXACO_PI,0.77,,1,Would feel very badly for a long time if I were to steal from someone.,如果我從某人那裡偷東西，我會感到非常難過很長時間。,Equity/Fairness,公平/公正,D102
HEXACO_PI,0.84,,-1,Would hate to be considered odd or strange.,我會討厭被認為是古怪或奇怪的。,Unconventionality,非傳統性,D46
HEXACO_PI,0.81,,-1,Would like to have more power than other people.,我想擁有比他人更多的權力。,Modesty/Humility,謙虛/謙遜,Q165
HEXACO_PI,0.78,,1,Would love to explore strange places.,我會喜歡探索陌生的地方。,Inquisitiveness,好奇心,R71
HEXACO_PI,0.77,,1,Would never cheat on my taxes.,我永遠不會在報稅時作弊。,Equity/Fairness,公平/公正,X136
HEXACO_PI,0.84,,1,Would never go riding down a stretch of rapids in a canoe.,我永遠不會乘獨木舟順著一段急流而下。,Fearfulness,恐懼,Q136
HEXACO_PI,0.77,,1,Would never take things that aren't mine.,我永遠不會拿不屬於我的東西。,Equity/Fairness,公平/公正,P367
HEXACO_PI,0.85,,-1,Would not enjoy a job that involves a lot of social interaction.,我不會喜歡涉及大量社交互動的工作。,Sociability,社交性,D101
HEXACO_PI,0.69,,1,Would not enjoy being a famous celebrity.,我不會喜歡成為著名名人。,Greed Avoidance,避免貪婪,Q226
HEXACO_PI,0.77,,-1,Would not regret my behavior if I were to take advantage of someone impulsively.,如果我衝動地占某人便宜，我不會後悔我的行為。,Equity/Fairness,公平/公正,D86
Hoyle2002,0.84,,1,Act wild and crazy.,行為狂野瘋狂。,Risk-taking/Sensation-Seeking/Thrill-Seeking,冒險/尋求感覺/尋求刺激,H871
Hoyle2002,0.78,,-1,Am a physical coward.,我是個身體上的懦夫。,Risk-taking/Sensation-Seeking/Thrill-Seeking,冒險/尋求感覺/尋求刺激,R44
Hoyle2002,0.78,,-1,Am afraid of heights.,我害怕高處。,Risk-taking/Sensation-Seeking/Thrill-Seeking,冒險/尋求感覺/尋求刺激,R38
Hoyle2002,0.78,,-1,Am afraid of large dogs.,我害怕大狗。,Risk-taking/Sensation-Seeking/Thrill-Seeking,冒險/尋求感覺/尋求刺激,R28
Hoyle2002,0.84,,1,Am easily talked into doing silly things.,我容易被說服做傻事。,Risk-taking/Sensation-Seeking/Thrill-Seeking,冒險/尋求感覺/尋求刺激,E15
Hoyle2002,0.78,,1,Am open to new experiences.,我對新經驗持開放態度。,Risk-taking/Sensation-Seeking/Thrill-Seeking,冒險/尋求感覺/尋求刺激,Q61
Hoyle2002,0.84,,1,"Am unpredictable, people never know what I am going to say.",我不可預測，人們永遠不知道我會說什麼。,Risk-taking/Sensation-Seeking/Thrill-Seeking,冒險/尋求感覺/尋求刺激,
Hoyle2002,0.78,,1,Am willing to take risks.,我願意冒險。,Risk-taking/Sensation-Seeking/Thrill-Seeking,冒險/尋求感覺/尋求刺激,Q95
Hoyle2002,0.84,,1,Do unexpected things.,我做意想不到的事情。,Risk-taking/Sensation-Seeking/Thrill-Seeking,冒險/尋求感覺/尋求刺激,H893
Hoyle2002,0.84,,1,Enjoy wild flights of fantasy.,我喜歡狂野的幻想飛行。,Risk-taking/Sensation-Seeking/Thrill-Seeking,冒險/尋求感覺/尋求刺激,X238
Hoyle2002,0.78,,1,Face danger confidently.,我自信地面對危險。,Risk-taking/Sensation-Seeking/Thrill-Seeking,冒險/尋求感覺/尋求刺激,Q126
Hoyle2002,0.86,,1,Might actually enjoy being caught in an earthquake or tornado.,我可能會喜歡被困在地震或龍捲風中。,Risk-taking/Sensation-Seeking/Thrill-Seeking,冒險/尋求感覺/尋求刺激,R16
Hoyle2002,0.86,,1,Might enjoy a free fall from an airplane.,我可能會喜歡從飛機上自由落體。,Risk-taking/Sensation-Seeking/Thrill-Seeking,冒險/尋求感覺/尋求刺激,R32
Hoyle2002,0.86,,1,Might enjoy the thrill of being lost at sea.,我可能會喜歡在海上迷失的刺激。,Risk-taking/Sensation-Seeking/Thrill-Seeking,冒險/尋求感覺/尋求刺激,R13
Hoyle2002,0.86,,1,Prefer fear to boredom.,我更喜歡恐懼而不是無聊。,Risk-taking/Sensation-Seeking/Thrill-Seeking,冒險/尋求感覺/尋求刺激,R3
Hoyle2002,0.84,,1,Seek adventure.,我尋求冒險。,Risk-taking/Sensation-Seeking/Thrill-Seeking,冒險/尋求感覺/尋求刺激,H446
Hoyle2002,0.84,,1,Take risks.,我冒險。,Risk-taking/Sensation-Seeking/Thrill-Seeking,冒險/尋求感覺/尋求刺激,H864
Hoyle2002,0.78,,-1,Try to stay inside when the weather is bad.,當天氣不好時我試圖待在室內。,Risk-taking/Sensation-Seeking/Thrill-Seeking,冒險/尋求感覺/尋求刺激,R39
Hoyle2002,0.78,,1,Would be good at rescuing people from a burning building.,我會擅長從燃燒的建築物中營救人們。,Risk-taking/Sensation-Seeking/Thrill-Seeking,冒險/尋求感覺/尋求刺激,Q31
Hoyle2002,0.86,,1,Would enjoy being out on a sailboat during a storm.,我會喜歡在暴風雨期間乘帆船出海。,Risk-taking/Sensation-Seeking/Thrill-Seeking,冒險/尋求感覺/尋求刺激,Q115
Hoyle2002,0.86,,-1,Would fear walking in a high-crime part of a city.,我會害怕在城市的高犯罪率地區行走。,Risk-taking/Sensation-Seeking/Thrill-Seeking,冒險/尋求感覺/尋求刺激,R52
Hoyle2002,0.86,,1,Would like to try bungee jumping.,我想嘗試高空彈跳。,Risk-taking/Sensation-Seeking/Thrill-Seeking,冒險/尋求感覺/尋求刺激,R77
Hoyle2002,0.78,,1,Would love to explore strange places.,我會喜歡探索陌生的地方。,Risk-taking/Sensation-Seeking/Thrill-Seeking,冒險/尋求感覺/尋求刺激,R71
Hoyle2002,0.78,,-1,Would never go riding down a stretch of rapids in a canoe.,我永遠不會乘獨木舟順著一段急流而下。,Risk-taking/Sensation-Seeking/Thrill-Seeking,冒險/尋求感覺/尋求刺激,Q136
HPI,0.8,,1,Accomplish a lot of work.,我完成很多工作。,Competence,能力,H554
HPI,0.76,,-1,Act wild and crazy.,行為狂野瘋狂。,Cooperation,合作,H871
HPI,0.77,,-1,Am afraid that I will do the wrong thing.,我擔心自己會做錯事。,Toughness,堅韌性,H905
HPI,0.82,,-1,Am easily discouraged.,我容易感到沮喪。,Leadership,領導力,H647
HPI,0.82,,-1,Am easily intimidated.,我容易被威脅。,Leadership,領導力,"H991, X41"
HPI,0.76,,1,Am easy to satisfy.,我容易滿足。,Calmness,冷靜,H882
HPI,0.86,,1,Am interested in people.,我對人感興趣。,Friendliness,友善,H21
HPI,0.86,,1,Am not easily annoyed.,我不容易被激怒。,Stability,穩定性,X23
HPI,0.77,,1,Am not embarrassed easily.,我不容易感到尷尬。,Toughness,堅韌性,X242
HPI,0.83,,-1,Am not interested in abstract ideas.,我對抽象概念不感興趣。,Creativity/Originality,創造力/原創性,X228
HPI,0.86,,-1,Am not really interested in others.,我對他人不太感興趣。,Friendliness,友善,X165
