instrument,alpha,key,text,label
HEXACO_PI,0.86,-1,我發現很難接近他人。,社交大膽
HEXACO_PI,0.78,-1,我發現很難原諒他人。,寬恕/仁慈
HEXACO_PI,0.81,-1,我發現有必要取悅有權力的人。,真誠
HEXACO_PI,0.78,1,我發現政治討論很有趣。,好奇心
HEXACO_PI,0.88,1,我發現需要很多才能讓我對某人感到憤怒。,耐心
HEXACO_PI,0.88,-1,我容易生氣。,耐心
HEXACO_PI,0.78,-1,我會報復侮辱我的人。,寬恕/仁慈
HEXACO_PI,0.85,1,我馬上完成家務。,組織
HEXACO_PI,0.78,-1,我會報復他人。,寬恕/仁慈
HEXACO_PI,0.88,-1,我容易感到煩躁。,耐心
HEXACO_PI,0.81,1,我快速開始做工作。,勤勉
HEXACO_PI,0.85,1,我被進入腦海的不愉快想法所困擾。,焦慮
HEXACO_PI,0.88,-1,我容易沮喪。,耐心
HEXACO_PI,0.73,-1,如果他人改變我排列的方式，我會感到不安。,靈活性
HEXACO_PI,0.81,-1,我閒逛無所事事。,勤勉
HEXACO_PI,0.86,-1,我討厭成為注意力的焦點。,社交大膽
HEXACO_PI,0.81,1,我對每個人都有好話說。,溫和
HEXACO_PI,0.82,1,我玩得很開心。,活潑
HEXACO_PI,0.78,1,我的詞彙量很豐富。,好奇心
HEXACO_PI,0.81,-1,我說話尖酸刻薄。,溫和
HEXACO_PI,0.69,-1,我有強烈的權力需求。,避免貪婪
HEXACO_PI,0.86,1,我有強烈的個性。,社交大膽
HEXACO_PI,0.85,1,我有生動的想像力。,創造力/原創性
HEXACO_PI,0.8,1,我對細節有敏銳的觀察。,完美主義
HEXACO_PI,0.84,1,我有強烈、喧鬧的笑聲。,表達性
HEXACO_PI,0.85,-1,我難以想像事物。,創造力/原創性
HEXACO_PI,0.85,1,我有很好的想法。,創造力/原創性
HEXACO_PI,0.82,1,我有很強的耐力。,活潑
HEXACO_PI,0.86,1,我有領導能力。,社交大膽
HEXACO_PI,0.86,-1,我沒什麼話可說。,社交大膽
HEXACO_PI,0.83,1,我讀過偉大的文學經典。,美學欣賞/藝術興趣
HEXACO_PI,0.85,-1,我無法猜測他人會如何反應。,創造力/原創性
HEXACO_PI,0.78,-1,我會記仇。,寬恕/仁慈
HEXACO_PI,0.79,1,聽到不幸事件時我立即感到悲傷。,多愁善感
HEXACO_PI,0.8,-1,我不假思索就投入事情。,審慎
HEXACO_PI,0.86,-1,我保持低調。,社交大膽
HEXACO_PI,0.85,-1,我與他人保持距離。,社交性
HEXACO_PI,0.85,1,我保持東西整潔。,組織
HEXACO_PI,0.84,1,我知道我的想法有時會讓人感到驚訝。,非傳統性
HEXACO_PI,0.82,1,我經常笑。,活潑
HEXACO_PI,0.85,-1,我把房間弄得一團糟。,組織
HEXACO_PI,0.85,-1,我到處亂放東西。,組織
HEXACO_PI,0.73,1,我讓自己被他人影響。,順從/依賴/需要認可
HEXACO_PI,0.81,-1,我讓人欺負我以幫助他們感覺重要。,真誠
HEXACO_PI,0.85,1,我喜歡秩序。,組織
HEXACO_PI,0.81,-1,我喜歡吸引注意力。,謙虛/謙遜
HEXACO_PI,0.84,-1,我喜歡被認為是正常人。,非傳統性
HEXACO_PI,0.84,-1,我喜歡被視為得體和傳統的人。,非傳統性
HEXACO_PI,0.84,-1,我喜歡做令人害怕的事情。,恐懼
HEXACO_PI,0.85,1,我喜歡整理。,組織
HEXACO_PI,0.88,-1,我會發脾氣。,耐心
HEXACO_PI,0.84,-1,我喜愛危險的情況。,恐懼
HEXACO_PI,0.69,-1,我喜愛奢華。,避免貪婪
HEXACO_PI,0.78,1,我愛我的敵人。,寬恕/仁慈
HEXACO_PI,0.85,1,我喜愛聊天。,社交性
HEXACO_PI,0.78,1,我喜愛閱讀有挑戰性的材料。,好奇心
HEXACO_PI,0.85,1,我喜愛想出新的做事方法。,創造力/原創性
HEXACO_PI,0.82,1,我全天保持高能量。,活潑
HEXACO_PI,0.8,-1,我讓自己出醜。,審慎
HEXACO_PI,0.8,-1,我犯粗心的錯誤。,審慎
HEXACO_PI,0.85,1,我很容易交朋友。,社交性
HEXACO_PI,0.8,1,我制定計劃並堅持執行。,審慎
HEXACO_PI,0.8,-1,我做出魯莽的決定。,審慎
HEXACO_PI,0.73,1,我需要保護。,順從/依賴/需要認可
HEXACO_PI,0.73,1,我需要安慰。,順從/依賴/需要認可
HEXACO_PI,0.73,1,我需要他人的認可。,順從/依賴/需要認可
HEXACO_PI,0.82,-1,我經常感到憂鬱。,活潑
HEXACO_PI,0.85,-1,我經常忘記把東西放回原處。,組織
HEXACO_PI,0.73,1,我經常需要幫助。,順從/依賴/需要認可
HEXACO_PI,0.8,1,我注意細節。,完美主義
HEXACO_PI,0.8,-1,我對細節關注太少。,完美主義
HEXACO_PI,0.81,-1,我扮演角色以給人留下深刻印象。,真誠
HEXACO_PI,0.69,-1,我更喜歡在昂貴的餐廳用餐。,避免貪婪
HEXACO_PI,0.8,-1,我更喜歡順其自然。,完美主義
HEXACO_PI,0.81,-1,我假裝關心他人。,真誠
HEXACO_PI,0.81,1,我非常努力地推動自己成功。,勤勉
HEXACO_PI,0.81,-1,我做秀以給人留下深刻印象。,真誠
HEXACO_PI,0.81,-1,我很快就對開始的任務失去興趣。,勤勉
HEXACO_PI,0.81,1,我很少抱怨。,溫和
HEXACO_PI,0.79,-1,我很少在悲傷的電影中哭泣。,多愁善感
HEXACO_PI,0.85,-1,我很少享受與人在一起。,社交性
HEXACO_PI,0.88,1,我很少對人感到憤怒。,耐心
HEXACO_PI,0.88,1,我很少感到煩躁。,耐心
HEXACO_PI,0.73,-1,我對批評反應強烈。,靈活性
HEXACO_PI,0.84,1,我反抗權威。,非傳統性
HEXACO_PI,0.85,-1,我在壓力下保持冷靜。,焦慮
HEXACO_PI,0.77,1,當收銀員犯錯時，我會退回多餘的零錢。,公平/公正
HEXACO_PI,0.84,-1,我話少。,表達性
HEXACO_PI,0.81,1,我把自己看作普通人。,謙虛/謙遜
HEXACO_PI,0.69,-1,我尋求地位。,避免貪婪
HEXACO_PI,0.73,1,我尋求支持。,順從/依賴/需要認可
HEXACO_PI,0.85,-1,我似乎從與人互動中獲得的樂趣比他人少。,社交性
HEXACO_PI,0.85,-1,我很少經歷突然的直覺洞察。,創造力/原創性
HEXACO_PI,0.79,-1,我在閱讀故事的悲傷部分時很少感到想哭。,多愁善感
HEXACO_PI,0.79,-1,我很少情緒化。,多愁善感
HEXACO_PI,0.88,1,我很少生氣。,耐心
HEXACO_PI,0.73,1,我表現出我的悲傷。,順從/依賴/需要認可
HEXACO_PI,0.82,1,我經常微笑。,活潑
HEXACO_PI,0.81,-1,我說他人的壞話。,溫和
HEXACO_PI,0.84,-1,我說話輕聲細語。,表達性
HEXACO_PI,0.77,-1,我偷東西。,公平/公正
HEXACO_PI,0.81,-1,當工作變得太困難時我就停止。,勤勉
HEXACO_PI,0.73,1,我懷疑當我感到悲傷時，我的面部表情會洩露我。,順從/依賴/需要認可
HEXACO_PI,0.84,1,我逆流而上。,非傳統性
HEXACO_PI,0.81,-1,我想改變時就改變忠誠。,真誠
HEXACO_PI,0.81,1,我順其自然。,溫和
HEXACO_PI,0.84,1,我話很多。,表達性
HEXACO_PI,0.81,-1,我告訴他人他們想聽的話，以便他們做我想讓他們做的事。,真誠
HEXACO_PI,0.84,1,當我感到煩躁時，我會告訴人們。,表達性
HEXACO_PI,0.82,-1,我很快就累了。,活潑
HEXACO_PI,0.84,1,我在危險情況下會顫抖。,恐懼
HEXACO_PI,0.84,-1,我試圖避開複雜的人。,非傳統性
HEXACO_PI,0.77,1,我試圖遵守規則。,公平/公正
HEXACO_PI,0.78,1,我試圖原諒和忘記。,寬恕/仁慈
HEXACO_PI,0.69,-1,我試圖給他人留下深刻印象。,避免貪婪
HEXACO_PI,0.81,-1,我用奉承來求進步。,真誠
HEXACO_PI,0.85,1,我通常喜歡與人一起度過空閒時間。,社交性
HEXACO_PI,0.8,1,我希望一切都完美相加。,完美主義
HEXACO_PI,0.85,1,我希望一切都恰到好處。,組織
HEXACO_PI,0.73,1,我想被人喜歡。,順從/依賴/需要認可
HEXACO_PI,0.73,-1,當與一群人互動時，我經常被其中至少一個人困擾。,靈活性
HEXACO_PI,0.78,-1,我不會深入探討主題。,好奇心
HEXACO_PI,0.69,-1,我希望永遠保持年輕。,避免貪婪
HEXACO_PI,0.81,1,我努力工作。,勤勉
HEXACO_PI,0.86,-1,我會害怕在公開場合發表演講。,社交大膽
HEXACO_PI,0.84,-1,我會擅長從燃燒的建築物中營救人們。,恐懼
HEXACO_PI,0.84,1,我會害怕在城市的高犯罪率地區行走。,恐懼
HEXACO_PI,0.77,1,如果我從某人那裡偷東西，我會感到非常難過很長時間。,公平/公正
HEXACO_PI,0.84,-1,我會討厭被認為是古怪或奇怪的。,非傳統性
HEXACO_PI,0.81,-1,我想擁有比他人更多的權力。,謙虛/謙遜
HEXACO_PI,0.78,1,我會喜歡探索陌生的地方。,好奇心
HEXACO_PI,0.77,1,我永遠不會在報稅時作弊。,公平/公正
HEXACO_PI,0.84,1,我永遠不會乘獨木舟順著一段急流而下。,恐懼
HEXACO_PI,0.77,1,我永遠不會拿不屬於我的東西。,公平/公正
HEXACO_PI,0.85,-1,我不會喜歡涉及大量社交互動的工作。,社交性
HEXACO_PI,0.69,1,我不會喜歡成為著名名人。,避免貪婪
HEXACO_PI,0.77,-1,如果我衝動地占某人便宜，我不會後悔我的行為。,公平/公正
Hoyle2002,0.84,1,行為狂野瘋狂。,冒險/尋求感覺/尋求刺激
Hoyle2002,0.78,-1,我是個身體上的懦夫。,冒險/尋求感覺/尋求刺激
Hoyle2002,0.78,-1,我害怕高處。,冒險/尋求感覺/尋求刺激
Hoyle2002,0.78,-1,我害怕大狗。,冒險/尋求感覺/尋求刺激
Hoyle2002,0.84,1,我容易被說服做傻事。,冒險/尋求感覺/尋求刺激
Hoyle2002,0.78,1,我對新經驗持開放態度。,冒險/尋求感覺/尋求刺激
Hoyle2002,0.84,1,我不可預測，人們永遠不知道我會說什麼。,冒險/尋求感覺/尋求刺激
Hoyle2002,0.78,1,我願意冒險。,冒險/尋求感覺/尋求刺激
Hoyle2002,0.84,1,我做意想不到的事情。,冒險/尋求感覺/尋求刺激
Hoyle2002,0.84,1,我喜歡狂野的幻想飛行。,冒險/尋求感覺/尋求刺激
Hoyle2002,0.78,1,我自信地面對危險。,冒險/尋求感覺/尋求刺激
Hoyle2002,0.86,1,我可能會喜歡被困在地震或龍捲風中。,冒險/尋求感覺/尋求刺激
Hoyle2002,0.86,1,我可能會喜歡從飛機上自由落體。,冒險/尋求感覺/尋求刺激
Hoyle2002,0.86,1,我可能會喜歡在海上迷失的刺激。,冒險/尋求感覺/尋求刺激
Hoyle2002,0.86,1,我更喜歡恐懼而不是無聊。,冒險/尋求感覺/尋求刺激
Hoyle2002,0.84,1,我尋求冒險。,冒險/尋求感覺/尋求刺激
Hoyle2002,0.84,1,我冒險。,冒險/尋求感覺/尋求刺激
Hoyle2002,0.78,-1,當天氣不好時我試圖待在室內。,冒險/尋求感覺/尋求刺激
Hoyle2002,0.78,1,我會擅長從燃燒的建築物中營救人們。,冒險/尋求感覺/尋求刺激
Hoyle2002,0.86,1,我會喜歡在暴風雨期間乘帆船出海。,冒險/尋求感覺/尋求刺激
Hoyle2002,0.86,-1,我會害怕在城市的高犯罪率地區行走。,冒險/尋求感覺/尋求刺激
Hoyle2002,0.86,1,我想嘗試高空彈跳。,冒險/尋求感覺/尋求刺激
Hoyle2002,0.78,1,我會喜歡探索陌生的地方。,冒險/尋求感覺/尋求刺激
Hoyle2002,0.78,-1,我永遠不會乘獨木舟順著一段急流而下。,冒險/尋求感覺/尋求刺激
HPI,0.8,1,我完成很多工作。,能力
HPI,0.76,-1,行為狂野瘋狂。,合作
HPI,0.77,-1,我擔心自己會做錯事。,堅韌性
HPI,0.82,-1,我容易感到沮喪。,領導力
HPI,0.82,-1,我容易被威脅。,領導力
HPI,0.76,1,我容易滿足。,冷靜
HPI,0.86,1,我對人感興趣。,友善
HPI,0.86,1,我不容易被激怒。,穩定性
HPI,0.77,1,我不容易感到尷尬。,堅韌性
HPI,0.83,-1,我對抽象概念不感興趣。,創造力/原創性
HPI,0.86,-1,我對他人不太感興趣。,友善
HPI,0.8,-1,我不確定我的生活方向。,能力
HPI,0.86,-1,我經常心情不好。,穩定性
HPI,0.76,1,我與幾乎每個人都相處融洽。,冷靜
HPI,0.76,-1,我很快就對他人下判斷。,冷靜
HPI,0.86,1,我大部分時間都很放鬆。,穩定性
HPI,0.87,1,我對自己非常滿意。,快樂
HPI,0.75,1,我逗朋友開心。,社交性
HPI,0.77,1,我自動掌控局面。,堅韌性
HPI,0.83,-1,我避免閱讀困難的材料。,創造力/原創性
HPI,0.76,-1,我違反規則。,合作
HPI,0.8,1,我執行我的計劃。,能力
HPI,0.86,1,我讓人們振作起來。,友善
HPI,0.8,1,我成功完成任務。,能力
HPI,0.86,-1,我不喜歡成為注意力的焦點。,合群性
HPI,0.75,-1,我不喜歡吵鬧的音樂。,社交性
HPI,0.78,-1,我做瘋狂的事情。,盡責性
HPI,0.8,-1,我只做足夠的工作。,能力
HPI,0.78,-1,我做他人覺得奇怪的事。,盡責性
HPI,0.78,-1,我做意想不到的事情。,盡責性
HPI,0.86,1,我不介意成為注意力的焦點。,合群性
HPI,0.78,-1,我喜歡冒險行事。,盡責性
HPI,0.76,-1,我喜歡狂野的幻想飛行。,合作
HPI,0.86,1,我與人相處感到自在。,友善
HPI,0.87,-1,我感到絕望。,快樂
HPI,0.77,-1,我覺得自己無法處理事情。,堅韌性
HPI,0.8,-1,我覺得我的生活缺乏方向。,能力
HPI,0.76,-1,我覺得人們很難理解我。,合作
HPI,0.77,-1,我容易感到威脅。,堅韌性
HPI,0.82,-1,我發現很難接近他人。,領導力
HPI,0.8,1,我快速完成事情。,能力
HPI,0.8,-1,我閒逛無所事事。,能力
HPI,0.82,-1,我對自己評價很低。,領導力
HPI,0.82,-1,我的詞彙量很少。,敏捷性
HPI,0.82,1,我的詞彙量很豐富。,敏捷性
HPI,0.76,-1,我說話尖酸刻薄。,冷靜
HPI,0.86,-1,我有對世界感到憤怒的日子。,穩定性
HPI,0.86,-1,我情緒經常波動。,穩定性
HPI,0.86,-1,我沒什麼話可說。,合群性
HPI,0.76,-1,我會記仇。,冷靜
HPI,0.83,1,我知道事物如何運作。,創造力/原創性
HPI,0.86,1,我知道如何吸引人。,合群性
HPI,0.75,1,我喜歡逗樂他人。,社交性
HPI,0.75,1,我喜歡吸引注意力。,社交性
HPI,0.82,1,我喜歡閱讀。,敏捷性
HPI,0.76,-1,我尋找事物中隱藏的意義。,合作
HPI,0.75,1,我喜愛行動。,社交性
HPI,0.75,1,我喜歡大型派對。,社交性
HPI,0.83,1,我喜愛閱讀有挑戰性的材料。,創造力/原創性
HPI,0.75,1,我讓自己成為注意力的焦點。,社交性
HPI,0.8,-1,我把事情搞砸。,能力
HPI,0.87,-1,我經常感到憂鬱。,快樂
HPI,0.77,-1,我經常在他人身邊感到不自在。,堅韌性
HPI,0.76,-1,我反對權威。,合作
HPI,0.82,1,我能快速理解事物。,敏捷性
HPI,0.77,1,我快速識別可能性。,堅韌性
HPI,0.86,1,我很少感到煩躁。,穩定性
HPI,0.76,1,我很少過度放縱。,合作
HPI,0.82,1,我閱讀很快。,敏捷性
HPI,0.82,-1,我閱讀很慢。,敏捷性
HPI,0.87,1,我輕易克服挫折。,快樂
HPI,0.77,1,我在壓力下保持冷靜。,堅韌性
HPI,0.76,-1,我抗拒權威。,合作
HPI,0.75,1,我尋求冒險。,社交性
HPI,0.76,1,我很少感到被冒犯。,冷靜
HPI,0.82,-1,我閱讀時會跳過困難的字。,敏捷性
HPI,0.76,-1,我說他人的壞話。,冷靜
HPI,0.76,-1,我懷疑他人有隱藏動機。,合作
HPI,0.76,-1,我逆流而上。,合作
HPI,0.82,1,我採取主動。,領導力
HPI,0.82,1,我對自己評價很高。,領導力
HPI,0.83,-1,我試圖避開複雜的人。,創造力/原創性
HPI,0.77,1,我想要掌控。,堅韌性
HPI,0.86,-1,我想被獨處。,友善
HPI,0.86,-1,我會把我的經歷描述為有點沉悶。,合群性
HPI-HIC,0.75,1,我容易接受道歉。,寬恕/仁慈
HPI-HIC,0.7,1,我接受具挑戰性的任務。,成就追求
HPI-HIC,0.66,1,我接受他人本來的樣子。,寬恕/仁慈
HPI-HIC,0.61,-1,我以犧牲他人為代價行事。,敏感性
HPI-HIC,0.68,-1,我害怕很多事情。,堅韌性
HPI-HIC,0.74,-1,我害怕引起注意。,社交自信
HPI-HIC,0.7,1,我總是準備充分。,自律
HPI-HIC,0.74,-1,我對新遭遇感到擔憂。,社交自信
HPI-HIC,0.75,1,即使在緊張的情況下我也很冷靜。,冷靜
HPI-HIC,0.61,1,我深受他人的不幸所感動。,敏感性
HPI-HIC,0.8,-1,我容易感到沮喪。,活力/熱情/熱忱
HPI-HIC,0.5,-1,我容易分心。,遊戲興趣
HPI-HIC,0.74,-1,我容易受到威脅。,自信
HPI-HIC,0.64,1,我容易被說服做傻事。,社交性
HPI-HIC,0.61,-1,我容易被說服做傻事。,條理性
HPI-HIC,0.7,1,我擅長很多事情。,成就追求
HPI-HIC,0.79,1,我不容易被激怒。,同理心
HPI-HIC,0.79,1,我不容易被事情困擾。,冷靜
HPI-HIC,0.74,1,我不容易感到尷尬。,社交自信
HPI-HIC,0.7,-1,我沒有強烈的成功動機。,成就追求
HPI-HIC,0.75,-1,我對他人的問題不感興趣。,同理心
HPI-HIC,0.8,-1,我不確定我的生活方向。,活力/熱情/熱忱
HPI-HIC,0.7,-1,我經常心情不好。,愉快性
HPI-HIC,0.66,1,我與幾乎每個人都相處融洽。,寬恕/仁慈
HPI-HIC,0.68,1,我專注於自己。,沉思
HPI-HIC,0.74,1,我擅長處理社交情況。,社交自信
HPI-HIC,0.74,1,我對自己的立場很確定。,自信
HPI-HIC,0.84,1,我會逗朋友開心。,幽默/玩樂性
HPI-HIC,0.68,-1,我避免人群。,合群性
HPI-HIC,0.8,-1,我避免閱讀困難的材料。,閱讀熱愛
HPI-HIC,0.68,1,我相信外表很重要。,外表意識
HPI-HIC,0.74,1,我相信人性本善。,信任
HPI-HIC,0.74,-1,我相信人們本質上是邪惡的。,信任
HPI-HIC,0.8,1,我能處理大量資訊。,語言精通
HPI-HIC,0.66,1,我能執行各種各樣的任務。,好奇心
HPI-HIC,0.81,1,我能說服他人做事。,領導力
HPI-HIC,0.44,1,我能在壓力下工作。,解決問題
HPI-HIC,0.64,1,我在體育賽事中大聲歡呼。,社交性
HPI-HIC,0.72,1,我會堅持到一切完美為止。,組織
HPI-HIC,0.83,-1,我不喜歡成為注意力的焦點。,表現慾
HPI-HIC,0.6,-1,我不喜歡學習。,解決問題
HPI-HIC,0.6,-1,我不喜歡學習。,好奇心
HPI-HIC,0.71,-1,我不喜歡自己。,自我接納
HPI-HIC,0.66,-1,我不喜歡新食物。,尋求變化
HPI-HIC,0.83,-1,我不喜歡談論自己。,表現慾
HPI-HIC,0.44,-1,我在學校不喜歡數學。,解決問題
HPI-HIC,0.5,-1,我在學校不喜歡數學。,遊戲興趣
HPI-HIC,0.74,-1,我不信任人們。,信任
HPI-HIC,0.7,-1,我做瘋狂的事情。,衝動控制
HPI-HIC,0.72,1,我做危險的事情。,冒險/尋求感覺/尋求刺激
HPI-HIC,0.77,-1,我不喜歡去美術館。,美學欣賞/藝術興趣
HPI-HIC,0.7,1,我按規矩做事。,衝動控制
HPI-HIC,0.71,-1,我做了後悔的事。,自我接納
HPI-HIC,0.44,1,我以邏輯順序做事。,解決問題
HPI-HIC,0.55,-1,我做他人覺得奇怪的事。,安全感
HPI-HIC,0.61,-1,我做意想不到的事情。,條理性
HPI-HIC,0.7,1,我會立即處理不愉快的任務。,自律
HPI-HIC,0.68,-1,我不在意穿著打扮。,外表意識
HPI-HIC,0.66,1,我不在意他人的想法。,順從/依賴/需要認可
HPI-HIC,0.66,1,我不在意人們對我的看法。,順從/依賴/需要認可
HPI-HIC,0.71,-1,我不知道為什麼我做某些事。,自我接納
HPI-HIC,0.5,-1,我不喜歡動作電影。,遊戲興趣
HPI-HIC,0.66,-1,我不喜歡變化的想法。,尋求變化
HPI-HIC,0.68,-1,我不喜歡打扮。,合群性
HPI-HIC,0.5,-1,我不注意。,遊戲興趣
HPI-HIC,0.79,1,我不擔心已經發生的事情。,冷靜
HPI-HIC,0.68,1,我沉浸於過去。,沉思
HPI-HIC,0.7,-1,我喜歡魯莽行為。,衝動控制
HPI-HIC,0.5,1,我喜歡卡通。,遊戲興趣
HPI-HIC,0.78,1,我喜歡審視自己和我的生活。,內省/私人自我意識
HPI-HIC,0.44,1,我喜歡策略遊戲。,解決問題
HPI-HIC,0.5,1,我喜歡策略遊戲。,遊戲興趣
HPI-HIC,0.71,1,我享受我的工作。,自我接納
HPI-HIC,0.61,-1,我喜歡狂野的幻想飛行。,條理性
HPI-HIC,0.55,-1,我以極度的強度感受情緒。,安全感
HPI-HIC,0.74,1,我能輕易表達自己。,社交自信
HPI-HIC,0.71,1,我對自己感到自在。,自我接納
HPI-HIC,0.68,1,我因挫折而崩潰。,沉思
HPI-HIC,0.8,-1,我感到絕望。,活力/熱情/熱忱
HPI-HIC,0.68,-1,我感到絕望。,堅韌性
HPI-HIC,0.71,1,我大部分時間都覺得幸運。,自我接納
HPI-HIC,0.75,1,我能感受他人的情緒。,同理心
HPI-HIC,0.8,-1,我覺得人生受到虧待。,活力/熱情/熱忱
HPI-HIC,0.68,-1,我覺得人生受到虧待。,堅韌性
HPI-HIC,0.55,-1,我覺得人生受到虧待。,安全感
HPI-HIC,0.8,-1,我覺得自己無法處理事情。,活力/熱情/熱忱
HPI-HIC,0.8,-1,我覺得我的生活缺乏方向。,活力/熱情/熱忱
HPI-HIC,0.64,-1,我覺得人們很難理解我。,盡責性
HPI-HIC,0.74,-1,我容易感到威脅。,自信
HPI-HIC,0.7,1,我能應對任何任務。,成就追求
HPI-HIC,0.74,-1,我發現很難接近他人。,社交自信
HPI-HIC,0.68,-1,我經常掉東西。,堅韌性
HPI-HIC,0.81,-1,我容易生氣。,冷靜頭腦
HPI-HIC,0.79,-1,我會因他人的行為而感到煩躁。,同理心
HPI-HIC,0.75,-1,我會報復他人。,寬恕/仁慈
HPI-HIC,0.79,-1,我陷入自己的問題中。,冷靜
HPI-HIC,0.7,-1,我會發怒。,愉快性
HPI-HIC,0.79,-1,我容易感到煩躁。,同理心
HPI-HIC,0.75,-1,我被情緒淹沒。,冷靜
HPI-HIC,0.79,-1,我容易感到壓力。,冷靜
HPI-HIC,0.79,-1,我會抱怨事情。,同理心
HPI-HIC,0.66,1,我對每個人都有好話說。,寬恕/仁慈
HPI-HIC,0.74,-1,我對自己評價很低。,自信
HPI-HIC,0.8,-1,我的詞彙量很少。,語言精通
HPI-HIC,0.8,1,我的詞彙量很豐富。,語言精通
HPI-HIC,0.7,-1,我說話尖酸刻薄。,愉快性
HPI-HIC,0.6,1,我對細節有敏銳的觀察。,解決問題
HPI-HIC,0.6,1,我對細節有敏銳的觀察。,好奇心
HPI-HIC,0.55,-1,我有對世界感到憤怒的日子。,安全感
HPI-HIC,0.64,-1,我有對世界感到憤怒的日子。,盡責性
HPI-HIC,0.81,-1,我經常情緒波動。,快樂
HPI-HIC,0.8,1,我讀過很多書。,閱讀熱愛
HPI-HIC,0.66,-1,我會傷害人們。,寬恕/仁慈
HPI-HIC,0.44,-1,我會詢問他人的健康。,解決問題
HPI-HIC,0.84,1,我經常開玩笑。,幽默/玩樂性
HPI-HIC,0.75,1,我保持冷靜頭腦。,冷靜
HPI-HIC,0.81,1,我保持冷靜。,冷靜頭腦
HPI-HIC,0.68,1,我保持自己的儀容整潔。,外表意識
HPI-HIC,0.66,1,我知道事物如何運作。,好奇心
HPI-HIC,0.75,1,我知道如何安慰他人。,同理心
HPI-HIC,0.74,1,我立即知道該做什麼。,自信
HPI-HIC,0.77,1,我喜歡音樂。,美學欣賞/藝術興趣
HPI-HIC,0.7,-1,我喜歡憑一時衝動行事。,衝動控制
HPI-HIC,0.84,1,我喜歡逗樂他人。,幽默/玩樂性
HPI-HIC,0.66,1,我喜歡知道事物如何運作。,好奇心
HPI-HIC,0.8,1,我喜歡閱讀。,閱讀熱愛
HPI-HIC,0.6,1,我喜歡解決複雜的問題。,解決問題
HPI-HIC,0.6,1,我喜歡解決複雜的問題。,好奇心
HPI-HIC,0.61,-1,我喜歡變化。,條理性
HPI-HIC,0.78,1,我尋找事物中隱藏的意義。,內省/私人自我意識
HPI-HIC,0.81,-1,我會發脾氣。,冷靜頭腦
HPI-HIC,0.72,1,我喜愛刺激。,冒險/尋求感覺/尋求刺激
HPI-HIC,0.72,1,我喜愛秩序和規律。,組織
HPI-HIC,0.68,1,我喜愛驚喜派對。,合群性
HPI-HIC,0.64,-1,我喜愛提出反對意見。,盡責性
HPI-HIC,0.66,1,我喜愛閱讀有挑戰性的材料。,好奇心
HPI-HIC,0.66,1,我喜愛想出新的做事方法。,好奇心
HPI-HIC,0.84,1,我製造笑話。,幽默/玩樂性
HPI-HIC,0.83,1,我讓自己成為注意力的焦點。,表現慾
HPI-HIC,0.75,1,我讓他人感覺良好。,同理心
HPI-HIC,0.55,-1,我需要創意出口。,安全感
HPI-HIC,0.7,1,我從不揮霍。,衝動控制
HPI-HIC,0.61,-1,我會阻撓他人的計劃。,敏感性
HPI-HIC,0.68,-1,我經常吃太多。,堅韌性
HPI-HIC,0.68,1,我經常表達疑慮。,沉思
HPI-HIC,0.75,-1,我容易驚慌。,冷靜
HPI-HIC,0.68,-1,我不注意自己的外表。,外表意識
HPI-HIC,0.64,1,我更喜歡去電影院而不是在家看影片。,社交性
HPI-HIC,0.66,1,我喜歡變化而非常規。,尋求變化
HPI-HIC,0.7,-1,我會拖延不愉快的任務。,自律
HPI-HIC,0.75,1,我很快就忘記分歧。,寬恕/仁慈
HPI-HIC,0.79,1,我很少抱怨。,同理心
HPI-HIC,0.79,1,我很少感到煩躁。,同理心
HPI-HIC,0.55,1,我很少過度放縱。,安全感
HPI-HIC,0.8,1,我閱讀很快。,閱讀熱愛
HPI-HIC,0.79,1,我閱讀很快。,智力
HPI-HIC,0.8,-1,我閱讀很慢。,閱讀熱愛
HPI-HIC,0.79,-1,我閱讀很慢。,智力
HPI-HIC,0.44,-1,我會讓他人安心。,解決問題
HPI-HIC,0.75,1,我在壓力下保持冷靜。,冷靜
HPI-HIC,0.66,1,我尋求冒險。,尋求變化
HPI-HIC,0.64,-1,我尋求危險。,盡責性
HPI-HIC,0.66,1,我尋求對事物的解釋。,好奇心
HPI-HIC,0.81,1,我很少生氣。,冷靜頭腦
HPI-HIC,0.84,-1,我很少開玩笑。,幽默/玩樂性
HPI-HIC,0.5,-1,我很少閱讀漫畫。,遊戲興趣
HPI-HIC,0.7,-1,我胡亂說話。,愉快性
HPI-HIC,0.8,1,我展現出語言的精通。,語言精通
HPI-HIC,0.61,1,我表現出我的感激。,敏感性
HPI-HIC,0.81,-1,我對人發脾氣。,冷靜頭腦
HPI-HIC,0.7,-1,我說他人的壞話。,愉快性
HPI-HIC,0.8,1,我花很多時間閱讀。,閱讀熱愛
HPI-HIC,0.68,1,我花時間思考過去的錯誤。,沉思
HPI-HIC,0.7,1,我遵守規則。,衝動控制
HPI-HIC,0.74,-1,我懷疑他人有隱藏動機。,信任
HPI-HIC,0.7,1,我順其自然。,愉快性
HPI-HIC,0.6,1,我傾向於分析事物。,解決問題
HPI-HIC,0.6,1,我傾向於分析事物。,好奇心
HPI-HIC,0.61,-1,我傾向於不喜歡心軟的人。,敏感性
HPI-HIC,0.74,1,我對自己評價很高。,自信
